date,state,totalcases,conf_cases,prob_cases,newcase,pnew_case,totdeath,conf_death,prob_death,new_death,pnew_death,created_at,consent_cases,consent_deaths
"Sunday, January 10, 2021",VT,8364,,,161,4,157,,,2,1,1/12/21 0:00,Not agree,Not agree
"Sunday, January 17, 2021",CT,223422,210193,13229,0,0,6594,5355,1239,0,0,1/18/21 14:39,Agree,Agree
"Sunday, January 17, 2021",DC,33851,,,314,0,850,,,3,0,1/18/21 14:39,,
"Sunday, January 17, 2021",DE,72108,68898,3210,650,19,1016,910,106,0,0,1/19/21 0:00,Agree,Agree
"Sunday, January 17, 2021",MA,470140,448311,21829,4414,131,13822,13540,282,66,2,1/19/21 0:00,Agree,Agree
"Sunday, January 17, 2021",MD,328214,,,1769,0,7011,6819,192,49,0,1/19/21 0:00,N/A,Agree
"Sunday, January 17, 2021",ME,33876,27768,6108,317,60,514,506,8,3,0,1/18/21 14:39,Agree,Agree
"Sunday, January 17, 2021",NH,56864,,,919,404,933,,,6,5,1/18/21 14:39,Not agree,Not agree
"Sunday, January 17, 2021",NJ,627221,565097,62124,5132,458,20439,18348,2091,25,0,1/18/21 14:39,Agree,Agree
"Sunday, January 17, 2021",NY,712961,,,8091,0,14698,,,128,0,1/18/21 14:39,Not agree,Not agree
"Sunday, January 17, 2021",NYC,541009,471303,69706,5900,1096,26086,21284,4802,69,6,1/15/21 0:00,Agree,Agree
"Sunday, January 17, 2021",RI,106162,,,747,0,2172,,,15,0,12/3/21 13:45,Not agree,N/A
"Sunday, January 17, 2021",VT,9399,,,173,6,166,,,0,0,1/19/21 0:00,Not agree,Not agree
"Sunday, January 24, 2021",CT,237815,223508,14307,0,0,6819,5545,1274,0,0,1/25/21 14:42,Agree,Agree
"Sunday, January 24, 2021",DC,35301,,,224,0,872,,,2,0,1/25/21 14:42,,
"Sunday, January 24, 2021",DE,76458,72973,3485,624,15,1041,934,107,5,0,1/26/21 0:00,Agree,Agree
"Sunday, January 24, 2021",MA,500037,475925,24112,3944,194,14318,14027,291,60,1,1/26/21 0:00,Agree,Agree
"Sunday, January 24, 2021",MD,343138,,,1686,0,7340,7146,194,53,0,1/26/21 0:00,N/A,Agree
"Sunday, January 24, 2021",ME,37046,30108,6938,259,64,547,538,9,3,0,1/25/21 14:42,Agree,Agree
"Sunday, January 24, 2021",NH,62337,,,761,226,987,,,6,3,1/25/21 14:42,Not agree,Not agree
"Sunday, January 24, 2021",NJ,662808,595002,67806,5272,670,20951,18830,2121,17,0,1/25/21 14:42,Agree,Agree
"Sunday, January 24, 2021",NY,766261,,,6960,0,15501,,,105,0,1/25/21 14:42,Not agree,Not agree
"Sunday, January 24, 2021",NYC,580099,501991,78108,5942,1235,26609,21778,4831,86,7,1/22/21 0:00,Agree,Agree
"Sunday, January 24, 2021",RI,111369,,,711,0,2270,,,8,0,12/3/21 13:45,Not agree,N/A
"Sunday, January 24, 2021",VT,10277,,,120,3,173,,,1,0,1/26/21 0:00,Not agree,Not agree
"Sunday, January 26, 2020",CT,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
"Sunday, January 26, 2020",DC,0,,,0,,0,,,0,,3/26/20 16:22,,
"Sunday, January 26, 2020",DE,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
"Sunday, January 26, 2020",MA,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
"Sunday, January 26, 2020",MD,0,,,0,,0,,,0,,3/26/20 16:22,N/A,Agree
"Sunday, January 26, 2020",ME,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
"Sunday, January 26, 2020",NH,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,Not agree
"Sunday, January 26, 2020",NJ,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
"Sunday, January 26, 2020",NY,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,Not agree
"Sunday, January 26, 2020",NYC,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
"Sunday, January 26, 2020",RI,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,N/A
"Sunday, January 26, 2020",VT,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,Not agree
"Sunday, January 3, 2021",CT,190120,178949,11171,0,0,6099,4937,1162,0,0,1/4/21 14:55,Agree,Agree
"Sunday, January 3, 2021",DC,29764,,,255,0,794,,,2,0,1/4/21 14:55,,
"Sunday, January 3, 2021",DE,61174,58681,2493,876,44,930,828,102,0,0,1/5/21 0:00,Agree,Agree
"Sunday, January 3, 2021",MA,387662,371097,16565,3481,371,12821,12551,270,63,0,1/5/21 0:00,Agree,Agree
"Sunday, January 3, 2021",MD,287802,,,2483,0,6415,6227,188,44,0,1/5/21 0:00,N/A,Agree
"Sunday, January 3, 2021",ME,25966,21994,3972,376,73,360,354,6,1,0,1/4/21 14:55,Agree,Agree
"Sunday, January 3, 2021",NH,46450,,,1266,332,780,,,11,7,1/4/21 14:55,Not agree,Not agree
"Sunday, January 3, 2021",NJ,543595,,,4049,379,19208,17187,2021,21,0,1/3/21 0:00,Not agree,Agree
"Sunday, January 3, 2021",NY,577232,,,8028,0,12912,,,114,0,1/4/21 14:55,Not agree,Not agree
"Sunday, January 3, 2021",NYC,454786,401330,53456,2115,786,25190,20436,4754,41,4,1/1/21 0:00,Agree,Agree
"Sunday, January 3, 2021",RI,92028,,,878,0,1961,,,14,0,12/3/21 13:45,Not agree,N/A
"Sunday, January 3, 2021",VT,7296,,,87,0,149,,,0,0,1/5/21 0:00,Not agree,Not agree
"Sunday, January 31, 2021",CT,250023,234814,15209,0,0,7046,5741,1305,0,0,2/1/21 14:50,Agree,Agree
"Sunday, January 31, 2021",DC,36872,,,210,0,913,,,4,0,2/1/21 14:50,,
"Sunday, January 31, 2021",DE,79823,76012,3811,437,22,1090,982,108,9,1,2/2/21 0:00,Agree,Agree
"Sunday, January 31, 2021",MA,524025,498145,25880,2665,119,14832,14535,297,64,0,2/2/21 0:00,Agree,Agree
"Sunday, January 31, 2021",MD,355636,,,1163,0,7600,7403,197,31,1,2/2/21 0:00,N/A,Agree
"Sunday, January 31, 2021",ME,39542,31853,7689,219,52,595,585,10,5,0,2/1/21 14:50,Agree,Agree
"Sunday, January 31, 2021",NH,65695,,,333,104,1057,,,15,8,2/1/21 14:50,Not agree,Not agree
"Sunday, January 31, 2021",NJ,696829,623541,73288,4286,477,21484,19355,2129,-7,0,2/1/21 14:50,Agree,Agree
"Sunday, January 31, 2021",NY,811279,,,5775,0,16220,,,89,0,2/1/21 14:50,Not agree,Not agree
"Sunday, January 31, 2021",NYC,617852,531633,86219,4696,1018,27192,22332,4860,90,2,1/29/21 0:00,Agree,Agree
"Sunday, January 31, 2021",RI,115547,,,574,0,2349,,,8,0,12/3/21 13:45,Not agree,N/A
"Sunday, January 31, 2021",VT,11075,,,117,3,179,,,2,0,2/2/21 0:00,Not agree,Not agree
"Sunday, July 11, 2021",CT,350015,320165,29850,23,9,8279,6810,1469,0,0,7/12/21 14:22,Agree,Agree
"Sunday, July 11, 2021",DC,49501,,,23,0,1143,,,0,0,7/12/21 14:22,,
"Sunday, July 11, 2021",DE,110074,102409,7665,55,11,1695,1550,145,0,0,7/12/21 14:22,Agree,Agree
"Sunday, July 11, 2021",MA,711050,664789,46261,110,3,18011,17646,365,0,0,7/12/21 14:22,Agree,Agree
"Sunday, July 11, 2021",MD,463186,,,40,0,9762,9545,217,0,0,7/12/21 14:22,N/A,Agree
"Sunday, July 11, 2021",ME,69251,50659,18592,32,9,862,831,31,0,0,7/12/21 14:22,Agree,Agree
"Sunday, July 11, 2021",NH,99748,,,20,8,1375,,,0,0,7/12/21 14:22,Not agree,Not agree
"Sunday, July 11, 2021",NJ,1026071,895329,130742,283,21,26505,23796,2709,4,0,7/12/21 14:22,Agree,Agree
"Sunday, July 11, 2021",NY,1159695,,,254,0,19947,,,0,0,7/12/21 14:22,Not agree,Not agree
"Sunday, July 11, 2021",NYC,959311,790688,168623,438,101,33460,28363,5097,6,1,7/12/21 14:22,Agree,Agree
"Sunday, July 11, 2021",RI,152364,,,31,0,2737,,,1,0,12/3/21 13:45,Not agree,N/A
"Sunday, July 11, 2021",VT,22881,,,5,-1,250,,,0,0,7/12/21 14:22,Not agree,Not agree
"Sunday, July 12, 2020",CT,47287,45308,1979,0,0,4348,3476,872,0,0,7/13/20 15:19,Agree,Agree
"Sunday, July 12, 2020",DC,10847,,,46,0,568,,,0,0,7/13/20 15:19,,
"Sunday, July 12, 2020",DE,13364,12433,931,179,1,517,459,58,-1,1,7/14/20 0:00,Agree,Agree
"Sunday, July 12, 2020",MA,105629,105629,,172,,8350,8147,203,16,1,7/14/20 0:00,Agree,Agree
"Sunday, July 12, 2020",MD,73527,,,418,0,3441,3304,137,7,0,7/14/20 0:00,N/A,Agree
"Sunday, July 12, 2020",ME,3558,3159,399,19,3,114,113,1,0,0,7/13/20 15:19,Agree,Agree
"Sunday, July 12, 2020",NH,6054,,,30,0,391,,,0,0,7/13/20 15:19,Not agree,Not agree
"Sunday, July 12, 2020",NJ,176758,,,373,34,15541,13594,1947,16,0,7/12/20 0:00,Not agree,Agree
"Sunday, July 12, 2020",NY,182655,,,336,0,8746,,,5,0,7/13/20 15:19,Not agree,Not agree
"Sunday, July 12, 2020",NYC,222261,217145,5116,327,20,23085,18497,4588,5,0,7/10/20 0:00,Agree,Agree
"Sunday, July 12, 2020",RI,17300,,,35,0,1001,,,3,0,12/3/21 13:45,Not agree,N/A
"Sunday, July 12, 2020",VT,1183,,,12,0,56,,,1,0,7/14/20 0:00,Not agree,Not agree
"Sunday, July 18, 2021",CT,350945,320855,30090,135,22,8282,6812,1470,0,0,7/19/21 14:21,Agree,Agree
"Sunday, July 18, 2021",DC,49746,,,47,0,1146,,,0,0,7/19/21 14:21,,
"Sunday, July 18, 2021",DE,110387,102667,7720,48,7,1697,1551,146,0,0,7/19/21 14:21,Agree,Agree
"Sunday, July 18, 2021",MA,712782,666279,46503,255,16,18022,17657,365,1,0,7/19/21 14:21,Agree,Agree
"Sunday, July 18, 2021",MD,464197,,,83,0,9781,9564,217,1,0,7/19/21 14:21,N/A,Agree
"Sunday, July 18, 2021",ME,69550,50852,18698,76,36,882,837,45,0,0,7/19/21 14:21,Agree,Agree
"Sunday, July 18, 2021",NH,99945,,,19,7,1381,,,0,0,7/19/21 14:21,Not agree,Not agree
"Sunday, July 18, 2021",NJ,1028931,897926,131005,428,-8,26539,23823,2716,3,0,7/19/21 14:21,Agree,Agree
"Sunday, July 18, 2021",NY,1162215,,,491,0,19958,,,1,0,7/19/21 14:21,Not agree,Not agree
"Sunday, July 18, 2021",NYC,963065,793422,169643,597,146,33487,28385,5102,5,1,7/19/21 14:21,Agree,Agree
"Sunday, July 18, 2021",RI,152677,,,47,0,2739,,,0,0,12/3/21 13:45,Not agree,N/A
"Sunday, July 18, 2021",VT,22969,,,10,0,250,,,0,0,7/19/21 14:21,Not agree,Not agree
"Sunday, July 19, 2020",CT,47893,45910,1983,0,0,4396,3519,877,0,0,7/20/20 14:35,Agree,Agree
"Sunday, July 19, 2020",DC,11261,,,67,0,578,,,0,0,7/20/20 14:35,,
"Sunday, July 19, 2020",DE,14067,13132,935,115,2,523,465,58,0,0,7/21/20 0:00,Agree,Agree
"Sunday, July 19, 2020",MA,106882,106882,,218,,8451,8247,204,14,0,7/21/20 0:00,Agree,Agree
"Sunday, July 19, 2020",MD,78685,,,554,0,3502,3365,137,11,0,7/21/20 0:00,N/A,Agree
"Sunday, July 19, 2020",ME,3711,3287,424,65,30,117,116,1,0,1,7/20/20 14:35,Agree,Agree
"Sunday, July 19, 2020",NH,6203,,,15,0,398,,,2,0,7/20/20 14:35,Not agree,Not agree
"Sunday, July 19, 2020",NJ,178541,,,-10,21,15706,13732,1974,34,27,7/19/20 0:00,Not agree,Agree
"Sunday, July 19, 2020",NY,185388,,,204,0,8787,,,8,0,7/20/20 14:35,Not agree,Not agree
"Sunday, July 19, 2020",NYC,225028,219783,5245,436,19,23161,18564,4597,12,1,7/17/20 0:00,Agree,Agree
"Sunday, July 19, 2020",RI,17810,,,75,0,1013,,,4,0,12/3/21 13:45,Not agree,N/A
"Sunday, July 19, 2020",VT,1233,,,7,0,56,,,0,0,7/21/20 0:00,Not agree,Not agree
"Sunday, July 25, 2021",CT,352429,321994,30435,196,50,8286,6817,1469,0,0,7/26/21 13:52,Agree,Agree
"Sunday, July 25, 2021",DC,50097,,,62,0,1146,,,0,0,7/26/21 13:52,,
"Sunday, July 25, 2021",DE,110797,103018,7779,68,6,1698,1552,146,0,0,7/26/21 13:52,Agree,Agree
"Sunday, July 25, 2021",MA,716026,669232,46794,423,9,18050,17682,368,2,0,7/26/21 13:52,Agree,Agree
"Sunday, July 25, 2021",MD,465949,,,153,0,9807,9588,219,1,0,7/26/21 13:52,N/A,Agree
"Sunday, July 25, 2021",ME,69990,51107,18883,86,34,897,848,49,0,0,7/26/21 13:52,Agree,Agree
"Sunday, July 25, 2021",NH,100240,,,44,18,1385,,,0,0,7/26/21 13:52,Not agree,Not agree
"Sunday, July 25, 2021",NJ,1033712,902280,131432,596,-23,26575,23857,2718,2,0,7/26/21 13:52,Agree,Agree
"Sunday, July 25, 2021",NY,1166710,,,912,0,19973,,,7,0,7/26/21 13:52,Not agree,Not agree
"Sunday, July 25, 2021",NYC,969460,798086,171374,970,286,33511,28406,5105,3,0,7/26/21 13:52,Agree,Agree
"Sunday, July 25, 2021",RI,153264,,,90,0,2740,,,0,0,12/3/21 13:45,Not agree,N/A
"Sunday, July 25, 2021",VT,23120,,,17,1,251,,,0,0,7/26/21 13:52,Not agree,Not agree
"Sunday, July 26, 2020",CT,48776,46806,1970,0,0,4413,3531,882,0,0,7/27/20 14:16,Agree,Agree
"Sunday, July 26, 2020",DC,11780,,,63,0,581,,,0,0,7/27/20 14:16,,
"Sunday, July 26, 2020",DE,14837,13892,945,112,0,579,509,70,0,0,7/28/20 0:00,Agree,Agree
"Sunday, July 26, 2020",MA,108380,108380,,273,,8557,8353,204,14,0,7/28/20 0:00,Agree,Agree
"Sunday, July 26, 2020",MD,84876,,,1128,0,3563,3423,140,8,1,7/28/20 0:00,N/A,Agree
"Sunday, July 26, 2020",ME,3832,3422,410,18,4,119,118,1,0,0,7/27/20 14:16,Agree,Agree
"Sunday, July 26, 2020",NH,6436,,,21,0,409,,,0,0,7/27/20 14:16,Not agree,Not agree
"Sunday, July 26, 2020",NJ,181440,,,534,29,15787,13867,1920,11,0,7/26/20 0:00,Not agree,Agree
"Sunday, July 26, 2020",NY,187975,,,307,0,8820,,,1,0,7/27/20 14:16,Not agree,Not agree
"Sunday, July 26, 2020",NYC,227240,221855,5385,316,16,23221,18614,4607,5,0,7/24/20 0:00,Agree,Agree
"Sunday, July 26, 2020",RI,18443,,,105,0,1022,,,3,0,12/3/21 13:45,Not agree,N/A
"Sunday, July 26, 2020",VT,1280,,,4,0,56,,,0,0,7/28/20 0:00,Not agree,Not agree
"Sunday, July 4, 2021",CT,349562,319813,29749,43,4,8279,6807,1472,0,0,7/5/21 14:30,Agree,Agree
"Sunday, July 4, 2021",DC,49396,,,9,0,1141,,,0,0,7/5/21 14:30,,
"Sunday, July 4, 2021",DE,109875,102245,7630,29,9,1695,1550,145,0,0,7/5/21 14:30,Agree,Agree
"Sunday, July 4, 2021",MA,710282,664111,46171,72,5,18000,17636,364,1,0,7/5/21 14:30,Agree,Agree
"Sunday, July 4, 2021",MD,462596,,,31,0,9749,9532,217,0,0,7/5/21 14:30,N/A,Agree
"Sunday, July 4, 2021",ME,69118,50548,18570,10,6,860,829,31,0,0,7/5/21 14:30,Agree,Agree
"Sunday, July 4, 2021",NH,99589,,,17,10,1372,,,0,0,7/5/21 14:30,Not agree,Not agree
"Sunday, July 4, 2021",NJ,1024225,893783,130442,112,-54,26473,23770,2703,1,0,7/5/21 14:30,Agree,Agree
"Sunday, July 4, 2021",NY,1158205,,,161,0,19935,,,2,0,7/5/21 14:30,Not agree,Not agree
"Sunday, July 4, 2021",NYC,956553,788554,167999,164,20,33435,28340,5095,5,2,7/5/21 14:30,Agree,Agree
"Sunday, July 4, 2021",RI,152206,,,17,0,2736,,,1,0,12/3/21 13:45,Not agree,N/A
"Sunday, July 4, 2021",VT,22837,,,2,0,250,,,0,0,7/5/21 14:30,Not agree,Not agree
"Sunday, July 5, 2020",CT,46717,44741,1976,0,0,4335,3463,872,0,0,7/6/20 15:16,Agree,Agree
"Sunday, July 5, 2020",DC,10482,,,35,0,559,,,2,0,7/6/20 15:16,,
"Sunday, July 5, 2020",DE,12464,11537,927,111,1,512,455,57,0,0,7/7/20 0:00,Agree,Agree
"Sunday, July 5, 2020",MA,104502,104502,,111,,8224,8023,201,18,0,7/7/20 0:00,Agree,Agree
"Sunday, July 5, 2020",MD,69904,,,272,0,3371,3234,137,6,0,7/7/20 0:00,N/A,Agree
"Sunday, July 5, 2020",ME,3423,3034,389,26,4,109,108,1,2,1,7/6/20 15:16,Agree,Agree
"Sunday, July 5, 2020",NH,5897,,,40,0,381,,,5,0,7/6/20 15:16,Not agree,Not agree
"Sunday, July 5, 2020",NJ,174570,,,392,23,15211,13355,1856,22,0,7/5/20 0:00,Not agree,Agree
"Sunday, July 5, 2020",NY,180162,,,294,0,8705,,,4,0,7/6/20 15:16,Not agree,Not agree
"Sunday, July 5, 2020",NYC,219832,214839,4993,249,14,23025,18447,4578,12,1,7/3/20 0:00,Agree,Agree
"Sunday, July 5, 2020",RI,16964,,,32,0,987,,,2,0,12/3/21 13:45,Not agree,N/A
"Sunday, July 5, 2020",VT,1142,,,11,0,55,,,0,0,7/7/20 0:00,Not agree,Not agree
"Sunday, June 13, 2021",CT,348426,318875,29551,38,9,8261,6790,1471,0,0,6/14/21 15:07,Agree,Agree
"Sunday, June 13, 2021",DC,49172,,,7,0,1137,,,0,0,6/14/21 15:07,,
"Sunday, June 13, 2021",DE,109358,101801,7557,36,6,1679,1536,143,0,0,6/14/21 15:07,Agree,Agree
"Sunday, June 13, 2021",MA,708875,662811,46064,39,6,17939,17576,363,0,0,6/14/21 15:07,Agree,Agree
"Sunday, June 13, 2021",MD,461325,,,60,0,9688,9468,220,2,0,6/14/21 15:07,N/A,Agree
"Sunday, June 13, 2021",ME,68603,50173,18430,13,0,845,817,28,0,0,6/14/21 15:07,Agree,Agree
"Sunday, June 13, 2021",NH,99116,,,24,12,1360,,,0,0,6/14/21 15:07,Not agree,Not agree
"Sunday, June 13, 2021",NJ,1019563,890104,129459,207,63,26330,23645,2685,3,0,6/14/21 15:07,Agree,Agree
"Sunday, June 13, 2021",NY,1154953,,,200,0,19872,,,5,0,6/14/21 15:07,Not agree,Not agree
"Sunday, June 13, 2021",NYC,952683,785548,167135,171,26,33353,28270,5083,5,1,6/14/21 15:07,Agree,Agree
"Sunday, June 13, 2021",RI,151811,,,29,0,2724,,,0,0,12/3/21 13:45,Not agree,N/A
"Sunday, June 13, 2021",VT,22756,,,6,0,249,,,0,0,6/15/21 0:00,Not agree,Not agree
"Sunday, June 14, 2020",CT,45088,43172,1916,94,0,4201,3355,846,15,2,6/15/20 14:33,Agree,Agree
"Sunday, June 14, 2020",DC,9767,,,58,0,515,,,4,0,6/15/20 14:33,,
"Sunday, June 14, 2020",DE,10541,9633,908,76,8,423,398,25,1,0,6/16/20 0:00,Agree,Agree
"Sunday, June 14, 2020",MA,101276,,,206,,7755,7556,199,31,0,6/16/20 0:00,Agree,Agree
"Sunday, June 14, 2020",MD,62032,,,331,0,3065,2936,129,18,1,6/16/20 0:00,N/A,Agree
"Sunday, June 14, 2020",ME,2810,2495,315,53,10,101,100,1,1,1,6/15/20 14:33,Agree,Agree
"Sunday, June 14, 2020",NH,5318,,,19,0,320,,,2,0,6/15/20 14:33,Not agree,Not agree
"Sunday, June 14, 2020",NJ,167472,,,286,8,12625,12625,0,36,0,6/14/20 0:00,Not agree,Agree
"Sunday, June 14, 2020",NY,173446,,,309,0,8502,,,13,0,6/15/20 14:33,Not agree,Not agree
"Sunday, June 14, 2020",NYC,212755,208077,4678,427,17,22663,18111,4552,26,3,6/12/20 0:00,Agree,Agree
"Sunday, June 14, 2020",RI,15947,,,48,0,907,,,3,0,12/3/21 13:45,Not agree,N/A
"Sunday, June 14, 2020",VT,1036,,,2,0,54,,,0,0,6/16/20 0:00,Not agree,Not agree
"Sunday, June 20, 2021",CT,348725,319104,29621,30,4,8270,6795,1475,0,0,6/21/21 16:43,Agree,Agree
"Sunday, June 20, 2021",DC,49255,,,6,0,1141,,,0,0,6/20/21 0:00,,
"Sunday, June 20, 2021",DE,109556,101963,7593,4,0,1683,1539,144,0,0,6/21/21 16:43,Agree,Agree
"Sunday, June 20, 2021",MA,709395,663251,46144,72,3,17971,17607,364,6,0,6/21/21 16:43,Agree,Agree
"Sunday, June 20, 2021",MD,461797,,,29,0,9711,9494,217,2,0,6/21/21 16:43,N/A,Agree
"Sunday, June 20, 2021",ME,68826,50330,18496,27,9,854,824,30,0,0,6/21/21 16:43,Agree,Agree
"Sunday, June 20, 2021",NH,99304,,,25,0,1367,,,0,0,6/20/21 0:00,Not agree,Not agree
"Sunday, June 20, 2021",NJ,1021182,891357,129825,208,47,26374,23684,2690,4,0,6/21/21 16:43,Agree,Agree
"Sunday, June 20, 2021",NY,1156172,,,54,0,19902,,,0,0,6/21/21 16:43,Not agree,Not agree
"Sunday, June 20, 2021",NYC,954003,786525,167476,142,27,33373,28289,5084,0,0,6/20/21 0:00,Agree,Agree
"Sunday, June 20, 2021",RI,151951,,,20,0,2729,,,1,0,12/3/21 13:45,Not agree,N/A
"Sunday, June 20, 2021",VT,22785,,,0,0,249,,,0,0,6/22/21 0:00,Not agree,Not agree
"Sunday, June 21, 2020",CT,45755,43802,1953,40,1,4260,3401,859,9,2,6/22/20 15:24,Agree,Agree
"Sunday, June 21, 2020",DC,10020,,,36,0,533,,,2,0,6/22/20 15:24,,
"Sunday, June 21, 2020",DE,10934,10013,921,45,2,435,410,25,0,0,6/23/20 0:00,Agree,Agree
"Sunday, June 21, 2020",MA,102333,,,105,,7939,7739,200,31,0,6/23/20 0:00,Agree,Agree
"Sunday, June 21, 2020",MD,64603,,,297,0,3187,3057,130,13,0,6/23/20 0:00,N/A,Agree
"Sunday, June 21, 2020",ME,2957,2629,328,19,0,102,102,0,0,0,6/22/20 15:24,Agree,Agree
"Sunday, June 21, 2020",NH,5544,,,26,0,339,,,0,0,6/22/20 15:24,Not agree,Not agree
"Sunday, June 21, 2020",NJ,169889,,,321,13,12870,12870,0,13,0,6/21/20 0:00,Not agree,Agree
"Sunday, June 21, 2020",NY,175490,,,279,0,8606,,,11,0,6/22/20 15:24,Not agree,Not agree
"Sunday, June 21, 2020",NYC,215135,210350,4785,385,23,22797,18237,4560,15,0,6/19/20 0:00,Agree,Agree
"Sunday, June 21, 2020",RI,16319,,,35,0,943,,,4,0,12/3/21 13:45,Not agree,N/A
"Sunday, June 21, 2020",VT,1068,,,12,0,55,,,0,0,6/23/20 0:00,Not agree,Not agree
"Sunday, June 27, 2021",CT,349212,319547,29665,46,5,8275,6805,1470,0,0,6/28/21 15:02,Agree,Agree
"Sunday, June 27, 2021",DC,49323,,,9,0,1141,,,0,0,6/28/21 15:02,,
"Sunday, June 27, 2021",DE,109682,102072,7610,25,6,1694,1549,145,0,0,6/28/21 15:02,Agree,Agree
"Sunday, June 27, 2021",MA,709769,663625,46144,31,0,17990,17626,364,1,0,6/28/21 15:02,Agree,Agree
"Sunday, June 27, 2021",MD,462144,,,33,0,9737,9520,217,2,0,6/28/21 15:02,N/A,Agree
"Sunday, June 27, 2021",ME,68976,50457,18519,7,2,858,827,31,0,0,6/28/21 15:02,Agree,Agree
"Sunday, June 27, 2021",NH,99437,,,17,15,1371,,,0,0,6/28/21 15:02,Not agree,Not agree
"Sunday, June 27, 2021",NJ,1022830,892611,130219,150,24,26437,23739,2698,3,0,6/28/21 15:02,Agree,Agree
"Sunday, June 27, 2021",NY,1157104,,,148,0,19925,,,3,0,6/28/21 15:02,Not agree,Not agree
"Sunday, June 27, 2021",NYC,955279,787523,167756,177,39,33414,28321,5093,10,4,6/28/21 15:02,Agree,Agree
"Sunday, June 27, 2021",RI,152080,,,18,0,2733,,,0,0,12/3/21 13:45,Not agree,N/A
"Sunday, June 27, 2021",VT,22812,,,4,0,249,,,0,0,6/29/21 0:00,Not agree,Not agree
"Sunday, June 28, 2020",CT,46303,44324,1979,97,-2,4316,3448,868,5,0,6/29/20 14:37,Agree,Agree
"Sunday, June 28, 2020",DC,10248,,,32,0,550,,,2,0,6/29/20 14:37,,
"Sunday, June 28, 2020",DE,11608,10685,923,156,1,507,449,58,0,0,6/30/20 0:00,Agree,Agree
"Sunday, June 28, 2020",MA,103539,103539,,163,,8095,7895,200,20,0,6/30/20 0:00,Agree,Agree
"Sunday, June 28, 2020",MD,67254,,,477,0,3286,3154,132,6,0,6/30/20 0:00,N/A,Agree
"Sunday, June 28, 2020",ME,3221,2861,360,30,7,105,104,1,1,0,6/29/20 14:37,Agree,Agree
"Sunday, June 28, 2020",NH,5747,,,76,0,367,,,2,0,6/29/20 14:37,Not agree,Not agree
"Sunday, June 28, 2020",NJ,172112,,,325,16,14975,13121,1854,27,0,6/28/20 0:00,Not agree,Agree
"Sunday, June 28, 2020",NY,177789,,,300,0,8667,,,3,0,6/29/20 14:37,Not agree,Not agree
"Sunday, June 28, 2020",NYC,217387,212505,4882,333,17,22926,18362,4564,18,1,6/26/20 0:00,Agree,Agree
"Sunday, June 28, 2020",RI,16678,,,37,0,966,,,5,0,12/3/21 13:45,Not agree,N/A
"Sunday, June 28, 2020",VT,1100,,,1,0,55,,,0,0,6/30/20 0:00,Not agree,Not agree
"Sunday, June 6, 2021",CT,348021,318564,29457,65,4,8246,6777,1469,0,0,6/7/21 14:36,Agree,Agree
"Sunday, June 6, 2021",DC,49096,,,14,0,1136,,,0,0,6/7/21 14:36,,
"Sunday, June 6, 2021",DE,109126,101609,7517,56,11,1677,1534,143,0,0,6/7/21 14:36,Agree,Agree
"Sunday, June 6, 2021",MA,708083,662154,45929,143,17,17911,17548,363,4,0,6/7/21 14:36,Agree,Agree
"Sunday, June 6, 2021",MD,460659,,,84,0,9649,9435,214,5,1,6/7/21 14:36,N/A,Agree
"Sunday, June 6, 2021",ME,68262,49957,18305,30,0,839,811,28,0,0,6/7/21 14:36,Agree,Agree
"Sunday, June 6, 2021",NH,98919,,,21,0,1355,,,0,0,6/7/21 14:36,Not agree,Not agree
"Sunday, June 6, 2021",NJ,1017904,888927,128977,209,29,26279,23601,2678,6,0,6/7/21 14:36,Agree,Agree
"Sunday, June 6, 2021",NY,1153222,,,309,0,19830,,,12,0,6/7/21 14:36,Not agree,Not agree
"Sunday, June 6, 2021",NYC,950984,784140,166844,360,110,33297,28213,5084,-5,-9,6/7/21 14:36,Agree,Agree
"Sunday, June 6, 2021",RI,151630,,,23,0,2724,,,2,0,12/3/21 13:45,Not agree,N/A
"Sunday, June 6, 2021",VT,22711,,,10,1,249,,,0,0,6/8/21 0:00,Not agree,Not agree
"Sunday, June 7, 2020",CT,43968,41895,2073,150,-2,4071,3229,842,16,5,6/8/20 14:55,Agree,Agree
"Sunday, June 7, 2020",DC,9332,,,63,0,489,,,6,0,6/8/20 14:55,,
"Sunday, June 7, 2020",DE,10149,9257,892,46,1,398,374,24,0,0,6/9/20 0:00,Agree,Agree
"Sunday, June 7, 2020",MA,99562,,,261,,7519,7321,198,39,1,6/9/20 0:00,Agree,Agree
"Sunday, June 7, 2020",MD,58404,,,431,0,2898,2774,124,27,0,6/9/20 0:00,N/A,Agree
"Sunday, June 7, 2020",ME,2570,2295,275,0,0,99,99,0,0,-1,6/8/20 14:55,Agree,Agree
